,home_team,home_score,pitcher_home,hitter_home,away_team,away_score,pitcher_away,hitter_away
87,DOOSAN,3,니퍼트,"박건우, 민병헌, 김재환, 에반스, 오재일, 오재원, 허경민, 김재호, 박세혁",NEXEN,7,밴헤켄,"이정후, 서건창, 윤석민, 채태인, 고종욱, 김민성, 대니돈, 김하성, 박동원"
88,KIA,3,팻딘,"김주찬, 김선빈, 나지완, 서동욱, 안치홍, 버나디나, 최형우, 김주형, 김민식",HANHWA,4,송은범,"하주석, 송광민, 이양기, 장민석, 김태균, 로사리오, 최진행, 정근우, 차일목"
89,LOTTE,8,박진형,"손아섭, 번즈, 전준우, 이대호, 신본기, 최준석, 문규현, 이우민, 김사훈",LG,6,윤지웅,"오지환, 박용택, 히메네스, 채은성, 이형종, 임훈, 최재원, 정성훈, 유강남"
90,SK,9,윤희상,"최정, 김강민, 노수광, 김동엽, 한동민, 이재원, 박정권, 김성현, 박승욱",NC,2,구창모,"박민우, 김성욱, 나성범, 이상호, 박석민, 지석훈, 박광열, 스크럭스, 권희동"
91,KT,1,정대현,"이대형, 전민수, 유한준, 박경수, 이진영, 박기혁, 김연훈, 모넬, 이해창",SAMSUNG,0,윤성환,"김헌곤, 이승엽, 이지영, 강한울, 박해민, 구자욱, 러프, 이원석, 조동찬"
92,DOOSAN,10,유희관,"민병헌, 김인태, 에반스, 김재환, 김재호, 박건우, 오재원, 허경민, 최주환",NEXEN,13,오설리반,"고종욱, 서건창, 윤석민, 이정후, 채태인, 김민성, 김하성, 이택근, 박동원"
93,KIA,3,양현종,"버나디나, 이명기, 김주찬, 최형우, 나지완, 안치홍, 김선빈, 김주형, 김민식",HANHWA,2,이태양,"하주석, 장민석, 정근우, 김태균, 송광민, 이양기, 양성우, 신성현, 차일목"
94,LOTTE,7,애디튼,"전준우, 번즈, 이대호, 최준석, 김사훈, 신본기, 이우민, 손아섭, 오승택",LG,1,임찬규,"히메네스, 이형종, 최재원, 정성훈, 채은성, 오지환, 양석환, 임훈, 유강남"
95,SK,8,문승원,"김성현, 김동엽, 박정권, 노수광, 박승욱, 최정, 한동민, 정의윤, 이홍구",NC,5,이재학,"박민우, 나성범, 권희동, 박석민, 조평호, 이상호, 김태군, 김준완, 스크럭스"
96,KT,3,피어밴드,"이대형, 박경수, 유한준, 이진영, 박기혁, 심우준, 장성우, 모넬, 하준호",SAMSUNG,0,최충연,"박해민, 김헌곤, 구자욱, 러프, 이원석, 강한울, 이승엽, 조동찬, 권정웅"
97,DOOSAN,2,고원준,"김재환, 김인태, 허경민, 민병헌, 에반스, 국해성, 오재원, 박세혁, 최주환",NEXEN,13,최원태,"이정후, 서건창, 윤석민, 김하성, 김재현, 김민성, 허정협, 고종욱, 채태인"
98,SAMSUNG,8,장원삼,"박해민, 강한울, 구자욱, 러프, 이승엽, 이원석, 이지영, 김헌곤, 조동찬",HANHWA,11,배영수,"정근우, 하주석, 김태균, 송광민, 장민석, 양성우, 이성열, 신성현, 최진행"
99,DOOSAN,16,장원준,"오재원, 에반스, 박건우, 김재호, 민병헌, 오재일, 허경민, 김재환, 양의지",KIA,4,홍건희,"김지성, 버나디나, 김선빈, 김주찬, 최형우, 나지완, 김주형, 한승택, 안치홍"
100,NEXEN,12,신재영,"고종욱, 이정후, 서건창, 윤석민, 김민성, 허정협, 김하성, 박동원, 김태완",KT,2,주권,"모넬, 이진영, 유한준, 박경수, 이대형, 하준호, 박기혁, 심우준, 이해창"
101,NC,4,장현식,"박민우, 나성범, 모창민, 김성욱, 스크럭스, 지석훈, 권희동, 조평호, 김태군",LG,3,차우찬,"오지환, 채은성, 이형종, 김용의, 박용택, 히메네스, 정성훈, 유강남, 손주인"
102,SK,4,박종훈,"노수광, 정진기, 최정, 한동민, 정의윤, 김성현, 박승욱, 김동엽, 이재원",LOTTE,6,박세웅,"손아섭, 이우민, 이대호, 최준석, 신본기, 김문호, 강민호, 번즈, 오승택"
103,SAMSUNG,3,페트릭,"박해민, 이승엽, 이지영, 러프, 우동균, 구자욱, 백상원, 조동찬, 김헌곤",HANHWA,5,오간도,"하주석, 정근우, 송광민, 김태균, 이성열, 최진행, 조인성, 장민석, 김회성"
104,DOOSAN,4,함덕주,"민병헌, 오재원, 박건우, 에반스, 김재환, 오재일, 양의지, 허경민, 김재호",KIA,8,임기영,"김주찬, 최형우, 김선빈, 안치홍, 이명기, 버나디나, 나지완, 김주형, 이호신"
105,NEXEN,5,오주원,"고종욱, 이정후, 서건창, 채태인, 김웅빈, 허정협, 김하성, 윤석민, 박동원",KT,3,고영표,"이대형, 유한준, 이진영, 박기혁, 오정복, 모넬, 이해창, 박경수, 정현"
106,NC,5,해커,"김준완, 박민우, 나성범, 권희동, 지석훈, 김태군, 스크럭스, 박석민, 김성욱",LG,0,소사,"오지환, 이형종, 박용택, 히메네스, 채은성, 정상호, 최재원, 김용의, 임훈"
107,SK,2,켈리,"노수광, 한동민, 정의윤, 김성현, 나주환, 박정권, 최정, 김동엽, 이재원",LOTTE,1,레일리,"손아섭, 김문호, 번즈, 강민호, 이우민, 최준석, 이대호, 정훈, 문규현"
108,SAMSUNG,5,우규민,"박해민, 이지영, 강한울, 러프, 이승엽, 조동찬, 이원석, 구자욱, 김헌곤",HANHWA,1,비야누에바,"하주석, 장민석, 정근우, 신성현, 김태균, 송광민, 양성우, 이성열, 차일목"
109,DOOSAN,3,니퍼트,"민병헌, 에반스, 김재환, 오재일, 양의지, 김인태, 오재원, 허경민, 김재호",KIA,4,헥터,"버나디나, 김선빈, 안치홍, 최형우, 나지완, 서동욱, 이명기, 김주형, 김민식"
110,NEXEN,6,밴헤켄,"이정후, 대니돈, 윤석민, 채태인, 허정협, 박동원, 서건창, 김민성, 김지수",KT,7,로치,"이대형, 전민수, 윤요섭, 박경수, 유한준, 심우준, 이해창, 모넬, 정현"
111,NC,3,맨쉽,"박민우, 모창민, 권희동, 나성범, 스크럭스, 김성욱, 김태군, 박석민, 지석훈",LG,1,윤지웅,"채은성, 최재원, 오지환, 서상우, 정성훈, 정상호, 김용의, 박용택, 양석환"
112,SK,11,김주한,"박정권, 김강민, 김동엽, 나주환, 박승욱, 최정, 정진기, 이홍구, 정의윤",LOTTE,10,김원중,"이우민, 번즈, 강민호, 손아섭, 이대호, 김문호, 김대우, 오승택, 문규현"
113,LG,5,류제국,"이형종, 오지환, 박용택, 채은성, 히메네스, 이병규, 정성훈, 유강남, 손주인",KT,2,정대현,"전민수, 모넬, 이진영, 유한준, 이대형, 장성우, 박기혁, 김연훈, 심우준"
114,NC,6,배재환,"지석훈, 모창민, 나성범, 스크럭스, 이상호, 권희동, 박석민, 김성욱, 김태군",DOOSAN,10,유희관,"오재원, 에반스, 김재환, 오재일, 양의지, 허경민, 김재호, 박건우, 민병헌"
115,HANHWA,2,송은범,"장민석, 최진행, 송광민, 이양기, 하주석, 이성열, 정근우, 강경학, 양성우",SK,6,윤희상,"나주환, 김강민, 김동엽, 정의윤, 이재원, 박승욱, 노수광, 최정, 한동민"
116,LOTTE,9,박진형,"김문호, 문규현, 손아섭, 이대호, 이우민, 오승택, 최준석, 김사훈, 강민호",SAMSUNG,6,윤성환,"박해민, 구자욱, 강한울, 러프, 이승엽, 이원석, 배영섭, 이지영, 정병곤"
117,KIA,3,팻딘,"김선빈, 김주찬, 최형우, 버나디나, 나지완, 안치홍, 이명기, 김민식, 김주형",NEXEN,2,한현희,"이정후, 김하성, 서건창, 채태인, 이택근, 허정협, 박동원, 윤석민, 김민성"
118,LG,0,임찬규,"이형종, 박용택, 히메네스, 채은성, 최재원, 손주인, 이병규, 정성훈, 정상호",KT,1,피어밴드,"이진영, 전민수, 유한준, 이대형, 모넬, 박기혁, 김연훈, 심우준, 하준호"
119,NC,2,구창모,"김성욱, 모창민, 나성범, 스크럭스, 권희동, 조평호, 이상호, 도태훈, 김태군",DOOSAN,11,김명신,"민병헌, 최주환, 김재환, 허경민, 국해성, 박세혁, 에반스, 김인태, 김재호"
120,HANHWA,4,이태양,"이성열, 신성현, 장민석, 하주석, 김태균, 정근우, 송광민, 최진행, 차일목",SK,12,문승원,"노수광, 김강민, 김동엽, 정진기, 이재원, 박정권, 나주환, 이대수, 최정"
121,LOTTE,6,애디튼,"강민호, 번즈, 이대호, 최준석, 이우민, 김문호, 문규현, 오승택, 손아섭",SAMSUNG,4,최충연,"구자욱, 이승엽, 박해민, 이원석, 조동찬, 강한울, 배영섭, 이지영, 김헌곤"
122,KIA,5,양현종,"버나디나, 이명기, 김주찬, 최형우, 안치홍, 김주형, 나지완, 김민식, 김지성",NEXEN,2,최원태,"이정후, 허정협, 서건창, 윤석민, 김태완, 김민성, 이택근, 김하성, 김재현"
123,LG,12,차우찬,"이형종, 히메네스, 오지환, 채은성, 손주인, 박용택, 이병규, 유강남, 정성훈",KT,5,주권,"모넬, 박기혁, 하준호, 정현, 유한준, 심우준, 오정복, 장성우, 전민수"
124,NC,4,장현식,"김준완, 모창민, 나성범, 권희동, 지석훈, 김태군, 이상호, 스크럭스, 김성욱",DOOSAN,0,장원준,"오재원, 김재환, 양의지, 민병헌, 에반스, 오재일, 류지혁, 허경민, 정진호"
125,HANHWA,1,장민재,"하주석, 송광민, 장민석, 정근우, 김태균, 이성열, 양성우, 신성현, 조인성",SK,10,박종훈,"나주환, 한동민, 정의윤, 이재원, 이대수, 김강민, 최정, 김동엽, 박정권"
126,LOTTE,0,박세웅,"김문호, 번즈, 손아섭, 이대호, 최준석, 이우민, 문규현, 강민호, 나경민",SAMSUNG,3,장원삼,"박해민, 이원석, 러프, 강한울, 배영섭, 구자욱, 이승엽, 이지영, 백상원"
127,KIA,7,홍건희,"이명기, 안치홍, 서동욱, 버나디나, 최형우, 김민식, 신종길, 김주형, 나지완",NEXEN,6,신재영,"이정후, 고종욱, 서건창, 윤석민, 김웅빈, 김민성, 허정협, 김하성, 박동원"
128,KT,0,고영표,"이대형, 유한준, 박경수, 모넬, 장성우, 이진영, 박기혁, 전민수, 하준호",KIA,5,임기영,"버나디나, 이명기, 김주찬, 최형우, 나지완, 안치홍, 김민식, 김선빈, 서동욱"
129,HANHWA,3,오간도,"하주석, 장민석, 정근우, 송광민, 이성열, 김태균, 양성우, 최재훈, 최진행",LG,2,소사,"이형종, 박용택, 히메네스, 채은성, 이병규, 양석환, 최재원, 오지환, 정상호"
130,LOTTE,3,레일리,"번즈, 김문호, 손아섭, 최준석, 강민호, 이대호, 이우민, 문규현, 신본기",NC,8,해커,"나성범, 권희동, 모창민, 이종욱, 스크럭스, 지석훈, 조평호, 김태군, 이상호"
131,DOOSAN,3,함덕주,"민병헌, 김재환, 오재일, 오재원, 에반스, 박건우, 양의지, 허경민, 김재호",SAMSUNG,3,페트릭,"박해민, 구자욱, 김헌곤, 이승엽, 조동찬, 강한울, 이원석, 이지영, 정병곤"
132,SK,7,켈리,"김강민, 최정, 김동엽, 정의윤, 이재원, 박정권, 한동민, 김성현, 이대수",NEXEN,4,오주원,"고종욱, 서건창, 윤석민, 김민성, 허정협, 김하성, 이정후, 채태인, 박동원"
133,KT,3,로치,"유한준, 장성우, 오태곤, 이해창, 오정복, 박경수, 박기혁, 심우준, 이대형",KIA,1,고효준,"버나디나, 김주찬, 김선빈, 최형우, 서동욱, 나지완, 안치홍, 김주형, 신종길"
134,HANHWA,3,비야누에바,"정근우, 송광민, 김태균, 이성열, 최진행, 장민석, 양성우, 하주석, 최재훈",LG,0,김대현,"이형종, 오지환, 박용택, 히메네스, 이병규, 양석환, 최재원, 채은성, 정상호"
135,LOTTE,2,김원중,"김문호, 번즈, 손아섭, 최준석, 문규현, 이대호, 이우민, 강민호, 김민수",NC,8,맨쉽,"이종욱, 나성범, 권희동, 모창민, 이상호, 스크럭스, 조영훈, 김태군, 지석훈"
136,DOOSAN,2,니퍼트,"에반스, 김재환, 오재일, 김재호, 민병헌, 오재원, 양의지, 신성현, 최주환",SAMSUNG,1,우규민,"박해민, 김헌곤, 구자욱, 이승엽, 박한이, 이지영, 이원석, 백상원, 정병곤"
137,SK,5,다이아몬드,"김강민, 김동엽, 정의윤, 이재원, 한동민, 최정, 나주환, 김성현, 이대수",NEXEN,3,밴헤켄,"이정후, 서건창, 윤석민, 김민성, 이택근, 고종욱, 채태인, 김하성, 김재현"
138,KT,2,정대현,"이대형, 심우준, 박경수, 모넬, 김사연, 이해창, 전민수, 오태곤, 이진영",KIA,9,헥터,"김주찬, 버나디나, 김선빈, 최형우, 나지완, 안치홍, 김민식, 서동욱, 김주형"
139,HANHWA,3,안영명,"정근우, 송광민, 하주석, 장민석, 이용규, 김태균, 이성열, 김경언, 최재훈",LG,4,류제국,"임훈, 히메네스, 이병규, 양석환, 유강남, 박용택, 오지환, 손주인, 김용의"
140,LOTTE,4,박진형,"손아섭, 이대호, 번즈, 문규현, 김문호, 나경민, 강민호, 김대우, 신본기",NC,5,최금강,"이종욱, 조영훈, 나성범, 스크럭스, 권희동, 모창민, 이상호, 지석훈, 김성욱"
141,DOOSAN,4,유희관,"민병헌, 최주환, 에반스, 김재호, 김재환, 양의지, 박건우, 허경민, 오재일",SAMSUNG,2,윤성환,"박해민, 김헌곤, 이승엽, 구자욱, 러프, 이원석, 정병곤, 조동찬, 박한이"
142,SK,3,윤희상,"정진기, 한동민, 김동엽, 박정권, 김성현, 이홍구, 김강민, 최정, 박승욱",NEXEN,5,한현희,"이정후, 서건창, 박정음, 김하성, 채태인, 김민성, 윤석민, 허정협, 고종욱"
143,KT,2,피어밴드,"이대형, 모넬, 박경수, 이진영, 장성우, 오태곤, 전민수, 박기혁, 오정복",HANHWA,7,배영수,"정근우, 송광민, 김태균, 로사리오, 하주석, 최재훈, 이용규, 최진행, 장민석"
144,LG,6,임찬규,"박용택, 이병규, 양석환, 이형종, 손주인, 히메네스, 채은성, 오지환, 유강남",KIA,2,팻딘,"버나디나, 이명기, 나지완, 서동욱, 안치홍, 최형우, 김선빈, 김민식, 김주형"
145,NEXEN,4,최원태,"이정후, 서건창, 윤석민, 김민성, 김하성, 허정협, 김태완, 박정음, 주효상",LOTTE,1,애디튼,"김문호, 번즈, 이대호, 손아섭, 최준석, 이우민, 정훈, 문규현, 김사훈"
146,SAMSUNG,4,최충연,"박해민, 러프, 김헌곤, 구자욱, 이승엽, 조동찬, 이원석, 권정웅, 정병곤",NC,4,구창모,"이상호, 스크럭스, 이종욱, 나성범, 권희동, 모창민, 도태훈, 지석훈, 김태군"
147,SK,9,문승원,"최정, 김동엽, 한동민, 박승욱, 김강민, 박정권, 이재원, 김성현, 정진기",DOOSAN,4,보우덴,"오재원, 박건우, 민병헌, 김재환, 에반스, 오재일, 허경민, 류지혁, 박세혁"
148,KT,11,정성곤,"이대형, 이진영, 유한준, 박경수, 장성우, 김사연, 박기혁, 윤요섭, 오태곤",HANHWA,9,송은범,"이용규, 김태균, 로사리오, 최진행, 하주석, 장민석, 송광민, 최재훈, 강경학"
149,LG,4,차우찬,"이형종, 손주인, 박용택, 히메네스, 양석환, 오지환, 채은성, 이병규, 최재원",KIA,5,양현종,"버나디나, 이명기, 최형우, 김선빈, 김민식, 김주찬, 나지완, 김주형, 안치홍"
150,NEXEN,2,신재영,"이정후, 김하성, 서건창, 윤석민, 허정협, 김웅빈, 채태인, 박정음, 김재현",LOTTE,3,박세웅,"나경민, 번즈, 손아섭, 이대호, 김대우, 문규현, 강민호, 이우민, 정훈"
151,SAMSUNG,6,장원삼,"김헌곤, 구자욱, 이승엽, 정병곤, 박해민, 이원석, 조동찬, 박한이, 권정웅",NC,14,장현식,"모창민, 나성범, 김태군, 이종욱, 지석훈, 도태훈, 황윤호, 스크럭스, 권희동"
152,SK,8,박종훈,"김성현, 최정, 김동엽, 한동민, 정의윤, 이홍구, 이재원, 정진기, 박승욱",DOOSAN,4,장원준,"김재환, 민병헌, 정진호, 에반스, 최주환, 오재일, 양의지, 허경민, 류지혁"
153,KT,1,고영표,"유한준, 윤요섭, 김사연, 오태곤, 이대형, 이진영, 박경수, 심우준, 장성우",HANHWA,14,오간도,"하주석, 로사리오, 장민석, 송광민, 강경학, 이용규, 최진행, 이성열, 강상원"
154,LG,7,소사,"박용택, 양석환, 히메네스, 오지환, 임훈, 정상호, 손주인, 김용의, 이형종",KIA,1,정동현,"이명기, 안치홍, 이범호, 서동욱, 버나디나, 최형우, 나지완, 신종길, 김민식"
155,NEXEN,6,조상우,"김하성, 서건창, 김민성, 주효상, 이택근, 윤석민, 허정협, 김태완, 김민준",LOTTE,5,레일리,"나경민, 이대호, 손아섭, 최준석, 강민호, 김문호, 문규현, 번즈, 김대우"
156,SAMSUNG,3,페트릭,"박해민, 김헌곤, 이승엽, 이원석, 박한이, 권정웅, 구자욱, 조동찬, 강한울",NC,6,해커,"나성범, 스크럭스, 모창민, 지석훈, 도태훈, 김태군, 김준완, 이상호, 권희동"
157,SK,4,켈리,"김강민, 김동엽, 정의윤, 이홍구, 정진기, 한동민, 김성현, 이대수, 최정",DOOSAN,8,함덕주,"김재환, 오재일, 허경민, 류지혁, 민병헌, 양의지, 최주환, 에반스, 정진호"
158,LOTTE,4,송승준,"손아섭, 최준석, 나경민, 이대호, 강민호, 신본기, 김문호, 번즈, 이우민",HANHWA,2,비야누에바,"최진행, 로사리오, 장민석, 이성열, 하주석, 이용규, 송광민, 강경학, 최재훈"
